date,homeTeam,awayTeam,homeScore,awayScore,matchResult,homeCode,awayCode,dayCode,target,season,homeGoalsForSum,homeGoalsAgainstSum,awayGoalsForSum,awayGoalsAgainstSum,homeWinRateRolling3,awayWinRateRolling3,homeWinRateRolling5,awayWinRateRolling5,homeWinRateRolling10,awayWinRateRolling10,homeWinRateExpanding,awayWinRateExpanding,homePoints,awayPoints,homeTotalPoints,awayTotalPoints,homeAvgGoalsFor,homeAvgGoalsAgainst,awayAvgGoalsFor,awayAvgGoalsAgainst,homeTotalWins,homeTotalLosses,homeTotalDraws,awayTotalWins,awayTotalLosses,awayTotalDraws
2023-03-17,Valladolid,Ath Bilbao,1.0,3.0,A,2,7,4,2,2022,11.0,10.0,15.0,16.0,0.6666666666666666,0.3333333333333333,0.4,0.2,0.5,0.1,0.5,0.25,0,3,28,33,0.76,1.4,1.32,1.08,8,13,4,9,10,6
2023-03-18,Almeria,Cadiz,1.0,1.0,D,6,4,5,0,2022,20.0,17.0,6.0,20.0,0.3333333333333333,0.0,0.4,0.2,0.6,0.2,0.5384615384615384,0.16666666666666666,1,1,25,27,1.16,1.76,0.8,1.48,7,14,4,6,10,9
2023-03-18,Rayo Vallecano,Girona,2.0,2.0,D,17,16,5,0,2022,16.0,12.0,15.0,21.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.4,0.2,0.4166666666666667,0.16666666666666666,1,1,35,30,1.16,1.12,1.52,1.56,9,8,8,8,11,6
2023-03-18,Espanyol,Celta,1.0,3.0,A,10,1,5,2,2022,16.0,20.0,10.0,20.0,0.3333333333333333,0.3333333333333333,0.4,0.4,0.3,0.2,0.25,0.25,0,3,27,31,1.24,1.56,1.16,1.36,6,10,9,8,10,7
2023-03-18,Ath Madrid,Valencia,3.0,0.0,H,13,5,5,1,2022,22.0,11.0,8.0,16.0,0.6666666666666666,0.0,0.6,0.0,0.5,0.1,0.5,0.08333333333333333,3,0,48,26,1.56,0.76,1.12,1.12,14,5,6,7,13,5
2023-03-19,Real Betis,Mallorca,1.0,0.0,H,9,12,6,1,2022,18.0,12.0,9.0,16.0,0.3333333333333333,0.0,0.2,0.0,0.4,0.2,0.5,0.25,3,0,42,32,1.32,1.04,0.88,1.04,12,7,6,9,11,5
2023-03-19,Osasuna,Villarreal,0.0,3.0,A,0,19,6,2,2022,12.0,11.0,12.0,14.0,0.0,0.3333333333333333,0.2,0.4,0.4,0.2,0.5,0.3076923076923077,0,3,34,38,0.88,0.96,1.16,0.96,9,9,7,11,9,5
2023-03-19,Real Sociedad,Elche,2.0,0.0,H,14,15,6,1,2022,13.0,12.0,8.0,28.0,0.0,0.3333333333333333,0.4,0.2,0.5,0.1,0.4166666666666667,0.08333333333333333,3,0,45,13,1.32,0.96,0.76,1.96,13,6,6,2,16,7
2023-03-19,Getafe,Sevilla,2.0,0.0,H,8,11,6,1,2022,14.0,16.0,13.0,24.0,0.6666666666666666,0.0,0.4,0.0,0.3,0.2,0.3076923076923077,0.16666666666666666,3,0,26,28,1.0,1.36,1.16,1.6,6,11,8,7,11,7
2023-03-19,FC Barcelona,Real Madrid,2.0,1.0,H,3,18,6,1,2022,25.0,1.0,24.0,10.0,1.0,0.3333333333333333,0.8,0.4,0.9,0.6,0.8333333333333334,0.6923076923076923,3,0,65,56,1.88,0.32,2.0,0.76,21,2,2,17,3,5
2023-03-31,Mallorca,Osasuna,0.0,0.0,D,12,0,4,0,2022,13.0,10.0,10.0,13.0,0.3333333333333333,0.3333333333333333,0.6,0.2,0.5,0.2,0.46153846153846156,0.23076923076923078,1,1,32,34,0.8461538461538461,1.0384615384615385,0.8461538461538461,1.0384615384615385,9,12,5,9,10,7
2023-04-01,Girona,Espanyol,2.0,1.0,H,16,10,5,1,2022,23.0,18.0,15.0,19.0,0.6666666666666666,0.3333333333333333,0.6,0.4,0.4,0.2,0.46153846153846156,0.23076923076923078,3,0,31,27,1.5384615384615385,1.5769230769230769,1.2307692307692308,1.6153846153846154,8,11,7,6,11,9
2023-04-01,Ath Bilbao,Getafe,0.0,0.0,D,7,8,5,0,2022,18.0,11.0,11.0,18.0,0.3333333333333333,0.0,0.2,0.0,0.5,0.2,0.46153846153846156,0.16666666666666666,1,1,36,29,1.3846153846153846,1.0769230769230769,1.0384615384615385,1.3076923076923077,10,10,6,7,11,8
2023-04-01,Cadiz,Sevilla,0.0,2.0,A,4,11,5,2,2022,14.0,17.0,13.0,26.0,0.6666666666666666,0.0,0.6,0.0,0.4,0.1,0.3076923076923077,0.15384615384615385,0,3,28,28,0.8076923076923077,1.4615384615384615,1.1153846153846154,1.6153846153846154,6,10,10,7,12,7
2023-04-01,Elche,FC Barcelona,0.0,4.0,A,15,3,5,2,2022,11.0,21.0,22.0,7.0,0.0,0.6666666666666666,0.2,0.8,0.1,0.8,0.07692307692307693,0.8461538461538461,0,3,13,68,0.7307692307692307,1.9615384615384615,1.8846153846153846,0.34615384615384615,2,17,7,22,2,2
2023-04-02,Celta,Almeria,2.0,2.0,D,1,6,6,0,2022,19.0,14.0,9.0,27.0,0.6666666666666666,0.0,0.6,0.0,0.4,0.0,0.38461538461538464,0.0,1,1,34,26,1.2307692307692308,1.3461538461538463,1.1538461538461537,1.7307692307692308,9,10,7,7,14,5
2023-04-02,Real Madrid,Valladolid,6.0,0.0,H,18,2,6,1,2022,26.0,9.0,8.0,25.0,0.6666666666666666,0.0,0.6,0.2,0.6,0.2,0.6666666666666666,0.15384615384615385,3,0,56,28,1.9615384615384615,0.8076923076923077,0.7692307692307693,1.4615384615384615,17,4,5,8,14,4
2023-04-02,Villarreal,Real Sociedad,2.0,0.0,H,19,14,6,1,2022,17.0,10.0,20.0,12.0,0.3333333333333333,0.3333333333333333,0.4,0.4,0.6,0.6,0.5833333333333334,0.6153846153846154,3,0,41,48,1.2307692307692308,0.9230769230769231,1.3461538461538463,0.9230769230769231,12,9,5,14,6,6
2023-04-02,Ath Madrid,Real Betis,1.0,0.0,H,13,9,6,1,2022,25.0,11.0,15.0,14.0,1.0,0.6666666666666666,0.8,0.6,0.6,0.5,0.5384615384615384,0.46153846153846156,3,0,51,45,1.6153846153846154,0.7307692307692307,1.3076923076923077,1.0,15,5,6,13,7,6
2023-04-03,Valencia,Rayo Vallecano,1.0,1.0,D,5,17,0,0,2022,20.0,12.0,13.0,16.0,0.6666666666666666,0.0,0.4,0.4,0.4,0.3,0.46153846153846156,0.3076923076923077,1,1,26,36,1.0769230769230769,1.1923076923076923,1.1923076923076923,1.1538461538461537,7,14,5,9,8,9
2023-04-07,Sevilla,Celta,2.0,2.0,D,11,1,4,0,2022,16.0,16.0,13.0,21.0,0.6666666666666666,0.3333333333333333,0.8,0.4,0.5,0.3,0.38461538461538464,0.3076923076923077,1,1,31,35,1.1481481481481481,1.5555555555555556,1.2592592592592593,1.3703703703703705,8,12,7,9,10,8
2023-04-08,Osasuna,Elche,2.0,1.0,H,0,15,5,1,2022,12.0,14.0,8.0,30.0,0.0,0.3333333333333333,0.2,0.2,0.3,0.1,0.46153846153846156,0.07692307692307693,3,0,35,13,0.8148148148148148,1.0,0.7037037037037037,2.037037037037037,9,10,8,2,18,7
2023-04-08,Espanyol,Ath Bilbao,1.0,2.0,A,10,7,5,2,2022,17.0,23.0,18.0,17.0,0.3333333333333333,0.3333333333333333,0.4,0.4,0.3,0.2,0.23076923076923078,0.3076923076923077,0,3,27,37,1.2222222222222223,1.6296296296296295,1.3333333333333333,1.037037037037037,6,12,9,10,10,7
2023-04-08,Real Sociedad,Getafe,2.0,0.0,H,14,8,5,1,2022,15.0,12.0,11.0,18.0,0.3333333333333333,0.0,0.4,0.0,0.5,0.1,0.46153846153846156,0.15384615384615385,3,0,48,30,1.2962962962962963,0.9629629629629629,1.0,1.2592592592592593,14,7,6,7,11,9
2023-04-08,Real Madrid,Villarreal,2.0,3.0,A,18,19,5,2,2022,32.0,9.0,15.0,14.0,0.6666666666666666,0.6666666666666666,0.8,0.4,0.7,0.3,0.6923076923076923,0.35714285714285715,0,3,59,44,2.111111111111111,0.7777777777777778,1.2592592592592593,0.8888888888888888,18,4,5,13,9,5
2023-04-09,Valladolid,Mallorca,3.0,3.0,D,2,12,6,0,2022,12.0,13.0,9.0,17.0,0.3333333333333333,0.0,0.4,0.0,0.5,0.2,0.46153846153846156,0.23076923076923078,1,1,28,33,0.7407407407407407,1.6296296296296295,0.8148148148148148,1.0,8,15,4,9,12,6
2023-04-09,Real Betis,Cadiz,0.0,2.0,A,9,4,6,2,2022,19.0,12.0,7.0,21.0,0.6666666666666666,0.0,0.4,0.0,0.4,0.1,0.5384615384615384,0.15384615384615385,0,3,45,28,1.2592592592592593,1.0,0.7777777777777778,1.4814814814814814,13,8,6,6,11,10
2023-04-09,Almeria,Valencia,2.0,1.0,H,6,5,6,1,2022,21.0,18.0,8.0,19.0,0.3333333333333333,0.0,0.4,0.0,0.5,0.1,0.5,0.07692307692307693,3,0,27,27,1.1851851851851851,1.7407407407407407,1.0740740740740742,1.1851851851851851,7,14,6,7,14,6
2023-04-09,Rayo Vallecano,Ath Madrid,1.0,2.0,A,17,13,6,2,2022,18.0,14.0,17.0,8.0,0.0,0.6666666666666666,0.2,0.6,0.3,0.6,0.38461538461538464,0.6153846153846154,0,3,37,54,1.1851851851851851,1.1481481481481481,1.5925925925925926,0.7037037037037037,9,8,10,16,5,6
2023-04-10,FC Barcelona,Girona,0.0,0.0,D,3,16,0,0,2022,27.0,2.0,17.0,23.0,1.0,0.3333333333333333,1.0,0.2,0.9,0.2,0.8461538461538461,0.15384615384615385,1,1,71,34,1.962962962962963,0.3333333333333333,1.5555555555555556,1.5555555555555556,23,2,2,9,11,7
2023-04-14,Rayo Vallecano,Osasuna,2.0,1.0,H,17,0,4,1,2022,19.0,16.0,10.0,13.0,0.0,0.3333333333333333,0.2,0.2,0.3,0.2,0.35714285714285715,0.21428571428571427,3,0,37,38,1.1785714285714286,1.1785714285714286,0.8571428571428571,1.0,9,9,10,10,10,8
2023-04-15,Villarreal,Valladolid,1.0,2.0,A,19,2,5,2,2022,19.0,10.0,8.0,31.0,0.6666666666666666,0.0,0.4,0.2,0.6,0.1,0.6153846153846154,0.14285714285714285,0,3,47,29,1.3214285714285714,0.9285714285714286,0.8214285714285714,1.6785714285714286,14,9,5,8,15,5
2023-04-15,Ath Bilbao,Real Sociedad,2.0,0.0,H,7,14,5,1,2022,18.0,11.0,20.0,14.0,0.0,0.0,0.2,0.2,0.4,0.5,0.42857142857142855,0.5714285714285714,3,0,40,51,1.3571428571428572,1.0357142857142858,1.3214285714285714,0.9285714285714286,11,10,7,15,7,6
2023-04-15,Real Betis,Espanyol,3.0,1.0,H,9,10,5,1,2022,19.0,14.0,16.0,21.0,0.3333333333333333,0.0,0.4,0.2,0.3,0.2,0.5,0.21428571428571427,3,0,45,27,1.2142857142857142,1.0357142857142858,1.2142857142857142,1.6428571428571428,13,9,6,6,13,9
2023-04-15,Cadiz,Real Madrid,0.0,2.0,A,4,18,5,2,2022,14.0,19.0,25.0,12.0,0.3333333333333333,0.3333333333333333,0.6,0.4,0.4,0.5,0.2857142857142857,0.6428571428571429,0,3,31,59,0.8214285714285714,1.4285714285714286,2.107142857142857,0.8571428571428571,7,11,10,18,5,5
2023-04-16,Girona,Elche,2.0,0.0,H,16,15,6,1,2022,25.0,19.0,9.0,32.0,0.6666666666666666,0.3333333333333333,0.6,0.2,0.5,0.1,0.5,0.07142857142857142,3,0,35,13,1.5,1.5,0.7142857142857143,2.0357142857142856,9,11,8,2,19,7
2023-04-16,Getafe,FC Barcelona,0.0,0.0,D,8,3,6,0,2022,16.0,16.0,26.0,7.0,1.0,0.6666666666666666,0.6,0.8,0.4,0.8,0.35714285714285715,0.8571428571428571,1,1,30,72,0.9642857142857143,1.2857142857142858,1.8928571428571428,0.32142857142857145,7,12,9,23,2,3
2023-04-16,Ath Madrid,Almeria,2.0,1.0,H,13,6,6,1,2022,26.0,11.0,11.0,29.0,1.0,0.0,0.8,0.0,0.6,0.0,0.5714285714285714,0.0,3,0,57,30,1.6071428571428572,0.7142857142857143,1.2142857142857142,1.7142857142857142,17,5,6,8,14,6
2023-04-16,Valencia,Sevilla,0.0,2.0,A,5,11,6,2,2022,21.0,13.0,15.0,26.0,0.6666666666666666,0.3333333333333333,0.4,0.2,0.3,0.2,0.42857142857142855,0.21428571428571427,0,3,27,32,1.0714285714285714,1.2142857142857142,1.1785714285714286,1.5714285714285714,7,15,6,8,12,8
2023-04-17,Celta,Mallorca,0.0,1.0,A,1,12,0,2,2022,21.0,16.0,12.0,20.0,0.6666666666666666,0.0,0.6,0.0,0.3,0.2,0.35714285714285715,0.21428571428571427,0,3,36,34,1.2857142857142858,1.3928571428571428,0.8928571428571429,1.0714285714285714,9,10,9,9,12,7
2023-04-21,Espanyol,Cadiz,0.0,0.0,D,10,4,4,0,2022,18.0,25.0,9.0,21.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.3,0.2,0.21428571428571427,0.21428571428571427,1,1,27,31,1.206896551724138,1.6896551724137931,0.7931034482758621,1.4482758620689655,6,14,9,7,12,10
2023-04-22,Osasuna,Real Betis,3.0,2.0,H,0,9,5,1,2022,14.0,15.0,15.0,15.0,0.3333333333333333,0.3333333333333333,0.2,0.6,0.4,0.5,0.5,0.42857142857142855,3,0,38,48,0.8620689655172413,1.0344827586206897,1.2758620689655173,1.0344827586206897,10,11,8,14,9,6
2023-04-22,Almeria,Ath Bilbao,1.0,2.0,A,6,7,5,2,2022,23.0,19.0,20.0,18.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.5,0.3,0.5333333333333333,0.35714285714285715,0,3,30,43,1.206896551724138,1.7241379310344827,1.3793103448275863,1.0,8,15,6,12,10,7
2023-04-22,Real Sociedad,Rayo Vallecano,2.0,1.0,H,14,17,5,1,2022,17.0,12.0,14.0,17.0,0.6666666666666666,0.0,0.4,0.2,0.5,0.3,0.5,0.2857142857142857,3,0,51,40,1.2758620689655173,0.9655172413793104,1.206896551724138,1.1724137931034482,15,8,6,10,9,10
2023-04-22,Valladolid,Girona,1.0,0.0,H,2,16,5,1,2022,15.0,16.0,17.0,23.0,0.3333333333333333,0.0,0.4,0.2,0.5,0.2,0.42857142857142855,0.14285714285714285,3,0,32,38,0.8620689655172413,1.6551724137931034,1.5172413793103448,1.4482758620689655,9,15,5,10,11,8
2023-04-22,Real Madrid,Celta,2.0,0.0,H,18,1,5,1,2022,34.0,12.0,15.0,23.0,0.6666666666666666,0.3333333333333333,0.6,0.4,0.6,0.3,0.6428571428571429,0.2857142857142857,3,0,62,36,2.103448275862069,0.8275862068965517,1.2413793103448276,1.3793103448275863,19,5,5,9,11,9
2023-04-23,Elche,Valencia,0.0,2.0,A,15,5,6,2,2022,11.0,25.0,9.0,21.0,0.0,0.0,0.2,0.0,0.1,0.0,0.07142857142857142,0.07142857142857142,0,3,13,27,0.6896551724137931,2.0344827586206895,1.0344827586206897,1.2413793103448276,2,20,7,7,16,6
2023-04-23,FC Barcelona,Ath Madrid,1.0,0.0,H,3,13,6,1,2022,27.0,2.0,19.0,9.0,0.6666666666666666,0.6666666666666666,0.8,0.8,0.8,0.6,0.7857142857142857,0.6428571428571429,3,0,73,60,1.8275862068965518,0.3103448275862069,1.6206896551724137,0.7241379310344828,23,2,4,18,5,6
2023-04-23,Mallorca,Getafe,3.0,1.0,H,12,8,6,1,2022,13.0,10.0,11.0,20.0,0.0,0.0,0.4,0.0,0.5,0.1,0.42857142857142855,0.14285714285714285,3,0,37,31,0.896551724137931,1.0344827586206897,0.9310344827586207,1.2413793103448276,10,12,7,7,12,10
2023-04-23,Sevilla,Villarreal,2.0,1.0,H,11,19,6,1,2022,18.0,18.0,18.0,16.0,0.3333333333333333,1.0,0.6,0.6,0.5,0.4,0.35714285714285715,0.4,3,0,35,47,1.206896551724138,1.5172413793103448,1.3103448275862069,0.9655172413793104,9,12,8,14,10,5
2023-04-25,Cadiz,Osasuna,0.0,1.0,A,4,0,1,2,2022,14.0,21.0,11.0,15.0,0.0,0.0,0.4,0.2,0.4,0.2,0.26666666666666666,0.2,0,3,32,41,0.7666666666666667,1.4,0.9333333333333333,1.0666666666666667,7,12,11,11,11,8
2023-04-25,Girona,Real Madrid,4.0,2.0,H,16,18,1,1,2022,27.0,19.0,27.0,12.0,0.6666666666666666,0.3333333333333333,0.8,0.4,0.6,0.5,0.5333333333333333,0.6666666666666666,3,0,38,65,1.4666666666666666,1.4333333333333333,2.1,0.8,10,12,8,20,5,5
2023-04-25,Real Betis,Real Sociedad,0.0,0.0,D,9,14,1,0,2022,22.0,15.0,20.0,16.0,0.6666666666666666,0.0,0.6,0.2,0.3,0.4,0.5333333333333333,0.5333333333333333,1,1,48,54,1.3,1.1,1.3,0.9666666666666667,14,10,6,16,8,6
2023-04-26,Ath Madrid,Mallorca,3.0,1.0,H,13,12,2,1,2022,28.0,12.0,13.0,20.0,1.0,0.3333333333333333,1.0,0.2,0.7,0.3,0.6,0.26666666666666666,3,0,60,40,1.5666666666666667,0.7333333333333333,0.9666666666666667,1.0333333333333334,18,6,6,11,12,7
2023-04-26,Getafe,Almeria,1.0,2.0,A,8,6,2,2,2022,16.0,16.0,12.0,31.0,0.6666666666666666,0.0,0.6,0.0,0.4,0.0,0.3333333333333333,0.0,0,3,31,30,0.9333333333333333,1.3,1.2,1.7333333333333334,7,13,10,8,16,6
2023-04-26,Celta,Elche,1.0,0.0,H,1,15,2,1,2022,21.0,17.0,9.0,34.0,0.3333333333333333,0.0,0.4,0.2,0.3,0.1,0.3333333333333333,0.06666666666666667,3,0,36,13,1.2,1.4,0.6666666666666666,2.033333333333333,9,12,9,2,21,7
2023-04-26,Rayo Vallecano,FC Barcelona,2.0,1.0,H,17,3,2,1,2022,21.0,17.0,26.0,7.0,0.3333333333333333,0.6666666666666666,0.2,0.6,0.3,0.8,0.4,0.8,3,0,40,76,1.2,1.2,1.8,0.3,10,10,10,24,2,4
2023-04-27,Valencia,Valladolid,2.0,1.0,H,5,2,3,1,2022,21.0,15.0,10.0,32.0,0.3333333333333333,0.3333333333333333,0.4,0.2,0.3,0.2,0.4,0.2,3,0,30,35,1.0666666666666667,1.2,0.8666666666666667,1.6,8,16,6,10,15,5
2023-04-27,Villarreal,Espanyol,4.0,2.0,H,19,10,3,1,2022,20.0,12.0,17.0,24.0,0.3333333333333333,0.0,0.4,0.2,0.5,0.2,0.5714285714285714,0.2,3,0,47,28,1.3,1.0,1.1666666666666667,1.6333333333333333,14,11,5,6,14,10
2023-04-27,Ath Bilbao,Sevilla,0.0,1.0,A,7,11,3,2,2022,20.0,11.0,17.0,26.0,0.3333333333333333,0.6666666666666666,0.4,0.4,0.4,0.2,0.4666666666666667,0.26666666666666666,0,3,46,38,1.4,1.0,1.2333333333333334,1.5,13,10,7,10,12,8
2023-04-28,Osasuna,Real Sociedad,0.0,2.0,A,0,14,4,2,2022,17.0,17.0,20.0,16.0,0.6666666666666666,0.0,0.4,0.0,0.5,0.4,0.5333333333333333,0.5,0,3,44,55,0.9354838709677419,1.032258064516129,1.2580645161290323,0.9354838709677419,12,11,8,16,8,7
2023-04-29,Elche,Rayo Vallecano,4.0,0.0,H,15,17,5,1,2022,11.0,27.0,15.0,19.0,0.0,0.0,0.0,0.0,0.1,0.3,0.06666666666666667,0.26666666666666666,3,0,13,43,0.6451612903225806,2.0,1.2258064516129032,1.1935483870967742,2,22,7,11,10,10
2023-04-29,Real Madrid,Almeria,4.0,2.0,H,18,6,5,1,2022,36.0,12.0,14.0,32.0,0.6666666666666666,0.3333333333333333,0.6,0.2,0.6,0.1,0.6666666666666666,0.06666666666666667,3,0,65,33,2.096774193548387,0.9032258064516129,1.2258064516129032,1.7096774193548387,20,6,5,9,16,6
2023-04-29,FC Barcelona,Real Betis,4.0,0.0,H,3,9,5,1,2022,28.0,2.0,17.0,18.0,0.6666666666666666,0.0,0.8,0.4,0.8,0.5,0.8,0.4,3,0,76,49,1.7741935483870968,0.3548387096774194,1.2580645161290323,1.064516129032258,24,3,4,14,10,7
2023-04-30,Cadiz,Valencia,2.0,1.0,H,4,5,6,1,2022,14.0,22.0,11.0,21.0,0.0,0.3333333333333333,0.2,0.2,0.4,0.1,0.25,0.13333333333333333,3,0,32,33,0.7419354838709677,1.3870967741935485,1.096774193548387,1.1935483870967742,7,13,11,9,16,6
2023-04-30,Villarreal,Celta,3.0,1.0,H,19,1,6,1,2022,24.0,14.0,15.0,25.0,0.6666666666666666,0.3333333333333333,0.6,0.2,0.6,0.3,0.6,0.26666666666666666,3,0,50,39,1.3870967741935485,1.032258064516129,1.1935483870967742,1.3548387096774193,15,11,5,10,12,9
2023-04-30,Espanyol,Getafe,1.0,0.0,H,10,8,6,1,2022,18.0,25.0,12.0,23.0,0.0,0.0,0.2,0.0,0.2,0.1,0.2,0.13333333333333333,3,0,28,31,1.1935483870967742,1.7096774193548387,0.9354838709677419,1.3225806451612903,6,15,10,7,14,10
2023-04-30,Valladolid,Ath Madrid,2.0,5.0,A,2,13,6,2,2022,16.0,16.0,19.0,10.0,0.3333333333333333,0.6666666666666666,0.4,0.6,0.5,0.5,0.4666666666666667,0.6,0,3,35,63,0.8709677419354839,1.6129032258064515,1.6129032258064515,0.7419354838709677,10,16,5,19,6,6
2023-05-01,Mallorca,Ath Bilbao,1.0,1.0,D,12,7,0,0,2022,16.0,11.0,22.0,19.0,0.3333333333333333,1.0,0.4,0.6,0.6,0.4,0.4666666666666667,0.4,1,1,40,46,0.967741935483871,1.096774193548387,1.3548387096774193,1.0,11,13,7,13,11,7
2023-05-01,Sevilla,Girona,0.0,2.0,A,11,16,0,2,2022,20.0,19.0,17.0,24.0,0.6666666666666666,0.0,0.6,0.2,0.6,0.2,0.4,0.13333333333333333,0,3,41,41,1.2258064516129032,1.4516129032258065,1.5483870967741935,1.4516129032258065,11,12,8,11,12,8
2023-05-02,Almeria,Elche,2.0,1.0,H,6,15,1,1,2022,24.0,21.0,9.0,35.0,0.3333333333333333,0.0,0.4,0.2,0.4,0.1,0.5,0.0625,3,0,33,16,1.25,1.78125,0.75,1.9375,9,17,6,3,22,7
2023-05-02,FC Barcelona,Osasuna,1.0,0.0,H,3,0,1,1,2022,32.0,2.0,12.0,15.0,0.6666666666666666,0.3333333333333333,0.8,0.4,0.8,0.2,0.8125,0.25,3,0,79,44,1.84375,0.34375,0.90625,1.0625,25,3,4,12,12,8
2023-05-02,Real Sociedad,Real Madrid,2.0,0.0,H,14,18,1,1,2022,19.0,13.0,29.0,16.0,1.0,0.3333333333333333,0.6,0.4,0.5,0.4,0.5333333333333333,0.625,3,0,58,68,1.28125,0.90625,2.15625,0.9375,17,8,7,21,6,5
2023-05-03,Valencia,Villarreal,1.0,1.0,D,5,19,2,0,2022,23.0,16.0,19.0,18.0,0.3333333333333333,0.6666666666666666,0.6,0.6,0.4,0.4,0.4375,0.375,1,1,33,53,1.09375,1.21875,1.4375,1.03125,9,17,6,16,11,5
2023-05-03,Ath Madrid,Cadiz,5.0,1.0,H,13,4,2,1,2022,31.0,13.0,9.0,21.0,1.0,0.3333333333333333,1.0,0.2,0.8,0.2,0.625,0.2,3,0,66,35,1.71875,0.78125,0.78125,1.375,20,6,6,8,13,11
2023-05-03,Getafe,Celta,1.0,0.0,H,8,1,2,1,2022,17.0,18.0,16.0,28.0,0.3333333333333333,0.0,0.6,0.2,0.4,0.3,0.3125,0.25,3,0,31,39,0.90625,1.3125,1.1875,1.40625,7,15,10,10,13,9
2023-05-04,Girona,Mallorca,2.0,1.0,H,16,12,3,1,2022,31.0,21.0,14.0,23.0,1.0,0.3333333333333333,0.8,0.2,0.7,0.2,0.5625,0.25,3,0,44,41,1.5625,1.40625,0.96875,1.09375,12,12,8,11,13,8
2023-05-04,Sevilla,Espanyol,3.0,2.0,H,11,10,3,1,2022,20.0,21.0,19.0,28.0,0.3333333333333333,0.0,0.4,0.0,0.6,0.2,0.375,0.1875,3,0,41,31,1.1875,1.46875,1.1875,1.65625,11,13,8,7,15,10
2023-05-04,Ath Bilbao,Real Betis,0.0,1.0,A,7,9,3,2,2022,20.0,12.0,17.0,22.0,0.3333333333333333,0.0,0.2,0.2,0.4,0.4,0.4375,0.375,0,3,47,49,1.34375,1.0,1.21875,1.15625,13,11,8,14,11,7
2023-05-04,Rayo Vallecano,Valladolid,2.0,1.0,H,17,2,3,1,2022,23.0,18.0,11.0,34.0,0.6666666666666666,0.3333333333333333,0.4,0.2,0.3,0.2,0.4375,0.1875,3,0,43,35,1.1875,1.28125,0.90625,1.71875,11,11,10,10,17,5
2023-05-12,Mallorca,Cadiz,1.0,0.0,H,12,4,4,1,2022,17.0,12.0,10.0,26.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.6,0.2,0.4375,0.1875,3,0,41,35,0.9696969696969697,1.121212121212121,0.7878787878787878,1.4848484848484849,11,14,8,8,14,11
2023-05-13,Real Sociedad,Girona,2.0,2.0,D,14,16,5,0,2022,21.0,13.0,19.0,24.0,1.0,0.3333333333333333,0.8,0.2,0.6,0.3,0.5625,0.1875,1,1,61,47,1.303030303030303,0.8787878787878788,1.5757575757575757,1.393939393939394,18,8,7,13,12,8
2023-05-13,Osasuna,Almeria,3.0,1.0,H,0,6,5,1,2022,17.0,19.0,16.0,36.0,0.6666666666666666,0.3333333333333333,0.4,0.2,0.4,0.1,0.5,0.0625,3,0,44,36,0.8787878787878788,1.0606060606060606,1.2727272727272727,1.7575757575757576,12,13,8,10,17,6
2023-05-13,Villarreal,Ath Bilbao,5.0,1.0,H,19,7,5,1,2022,27.0,15.0,23.0,20.0,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6,0.4,0.625,0.375,3,0,54,47,1.4242424242424243,1.0303030303030303,1.303030303030303,1.0,16,11,6,13,12,8
2023-05-13,Real Madrid,Getafe,1.0,0.0,H,18,8,5,1,2022,40.0,14.0,12.0,24.0,0.6666666666666666,0.0,0.8,0.0,0.7,0.0,0.6875,0.125,3,0,68,34,2.090909090909091,0.9696969696969697,0.9090909090909091,1.2727272727272727,21,7,5,8,15,10
2023-05-14,Celta,Valencia,1.0,2.0,A,1,5,6,2,2022,22.0,17.0,12.0,23.0,0.3333333333333333,0.3333333333333333,0.6,0.2,0.4,0.1,0.375,0.125,0,3,39,34,1.1515151515151516,1.393939393939394,1.0909090909090908,1.2121212121212122,10,14,9,9,17,7
2023-05-14,Elche,Ath Madrid,1.0,0.0,H,15,13,6,1,2022,15.0,27.0,24.0,12.0,0.3333333333333333,0.6666666666666666,0.2,0.6,0.2,0.5,0.125,0.625,3,0,16,69,0.7575757575757576,1.9393939393939394,1.8181818181818181,0.7878787878787878,3,23,7,21,6,6
2023-05-14,Valladolid,Sevilla,0.0,3.0,A,2,11,6,2,2022,18.0,21.0,18.0,26.0,0.3333333333333333,1.0,0.4,0.6,0.4,0.3,0.4375,0.3125,0,3,35,44,0.9090909090909091,1.7272727272727273,1.2424242424242424,1.4848484848484849,10,18,5,12,13,8
2023-05-14,Espanyol,FC Barcelona,2.0,4.0,A,10,3,6,2,2022,19.0,25.0,27.0,9.0,0.3333333333333333,0.3333333333333333,0.4,0.4,0.3,0.7,0.25,0.75,0,3,31,82,1.2121212121212122,1.696969696969697,1.8181818181818181,0.3333333333333333,7,16,10,26,3,4
2023-05-15,Real Betis,Rayo Vallecano,3.0,1.0,H,9,17,0,1,2022,22.0,15.0,15.0,23.0,0.3333333333333333,0.0,0.4,0.0,0.3,0.3,0.5,0.25,3,0,52,46,1.2121212121212122,1.121212121212121,1.2121212121212122,1.2727272727272727,15,11,7,12,11,10
